"DATE","RIMP65Q4","RIMP66Q1","RIMP66Q2","RIMP66Q3","RIMP66Q4","RIMP67Q1","RIMP67Q2","RIMP67Q3","RIMP67Q4","RIMP68Q1","RIMP68Q2","RIMP68Q3","RIMP68Q4","RIMP69Q1","RIMP69Q2","RIMP69Q3","RIMP69Q4","RIMP70Q1","RIMP70Q2","RIMP70Q3","RIMP70Q4","RIMP71Q1","RIMP71Q2","RIMP71Q3","RIMP71Q4","RIMP72Q1","RIMP72Q2","RIMP72Q3","RIMP72Q4","RIMP73Q1","RIMP73Q2","RIMP73Q3","RIMP73Q4","RIMP74Q1","RIMP74Q2","RIMP74Q3","RIMP74Q4","RIMP75Q1","RIMP75Q2","RIMP75Q3","RIMP75Q4","RIMP76Q1","RIMP76Q2","RIMP76Q3","RIMP76Q4","RIMP77Q1","RIMP77Q2","RIMP77Q3","RIMP77Q4","RIMP78Q1","RIMP78Q2","RIMP78Q3","RIMP78Q4","RIMP79Q1","RIMP79Q2","RIMP79Q3","RIMP79Q4","RIMP80Q1","RIMP80Q2","RIMP80Q3","RIMP80Q4","RIMP81Q1","RIMP81Q2","RIMP81Q3","RIMP81Q4","RIMP82Q1","RIMP82Q2","RIMP82Q3","RIMP82Q4","RIMP83Q1","RIMP83Q2","RIMP83Q3","RIMP83Q4","RIMP84Q1","RIMP84Q2","RIMP84Q3","RIMP84Q4","RIMP85Q1","RIMP85Q2","RIMP85Q3","RIMP85Q4","RIMP86Q1","RIMP86Q2","RIMP86Q3","RIMP86Q4","RIMP87Q1","RIMP87Q2","RIMP87Q3","RIMP87Q4","RIMP88Q1","RIMP88Q2","RIMP88Q3","RIMP88Q4","RIMP89Q1","RIMP89Q2","RIMP89Q3","RIMP89Q4","RIMP90Q1","RIMP90Q2","RIMP90Q3","RIMP90Q4","RIMP91Q1","RIMP91Q2","RIMP91Q3","RIMP91Q4","RIMP92Q1","RIMP92Q2","RIMP92Q3","RIMP92Q4","RIMP93Q1","RIMP93Q2","RIMP93Q3","RIMP93Q4","RIMP94Q1","RIMP94Q2","RIMP94Q3","RIMP94Q4","RIMP95Q1","RIMP95Q2","RIMP95Q3","RIMP95Q4","RIMP96Q1","RIMP96Q2","RIMP96Q3","RIMP96Q4","RIMP97Q1","RIMP97Q2","RIMP97Q3","RIMP97Q4","RIMP98Q1","RIMP98Q2","RIMP98Q3","RIMP98Q4","RIMP99Q1","RIMP99Q2","RIMP99Q3","RIMP99Q4","RIMP00Q1","RIMP00Q2","RIMP00Q3","RIMP00Q4","RIMP01Q1","RIMP01Q2","RIMP01Q3","RIMP01Q4","RIMP02Q1","RIMP02Q2","RIMP02Q3","RIMP02Q4","RIMP03Q1","RIMP03Q2","RIMP03Q3","RIMP03Q4","RIMP04Q1","RIMP04Q2","RIMP04Q3","RIMP04Q4","RIMP05Q1","RIMP05Q2","RIMP05Q3","RIMP05Q4","RIMP06Q1","RIMP06Q2","RIMP06Q3","RIMP06Q4","RIMP07Q1","RIMP07Q2","RIMP07Q3","RIMP07Q4","RIMP08Q1","RIMP08Q2","RIMP08Q3","RIMP08Q4","RIMP09Q1","RIMP09Q2","RIMP09Q3","RIMP09Q4","RIMP10Q1","RIMP10Q2","RIMP10Q3","RIMP10Q4","RIMP11Q1","RIMP11Q2","RIMP11Q3","RIMP11Q4","RIMP12Q1","RIMP12Q2","RIMP12Q3","RIMP12Q4","RIMP13Q1","RIMP13Q2","RIMP13Q3","RIMP13Q4","RIMP14Q1","RIMP14Q2","RIMP14Q3","RIMP14Q4","RIMP15Q1","RIMP15Q2","RIMP15Q3","RIMP15Q4"
"1968:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","44.1","44.1","44.1","44.1","43.0","43.0","43.0","43.0","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","170.9","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.714","194.714","194.714","194.714","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","206.5","206.5","206.5","206.5","206.5","206.5","206.5","206.5","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","221.8","221.8","221.8","221.8","221.3","221.3","221.3","221.3","221.3","221.3"
"1968:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","45.4","45.4","45.4","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.664","197.664","197.664","197.664","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","225.2","225.2","225.2","225.2","224.7","224.7","224.7","224.7","224.7","224.7"
"1968:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","46.9","46.9","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.605","209.605","209.605","209.605","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","238.7","238.7","238.7","238.7","238.2","238.2","238.2","238.2","238.2","238.2"
"1968:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","46.5","46.2","45.7","45.7","45.7","45.7","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","183.1","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.819","207.819","207.819","207.819","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","236.7","236.7","236.7","236.7","236.2","236.2","236.2","236.2","236.2","236.2"
"1969:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","42.2","42.2","42.2","42.2","42.6","42.6","42.6","42.6","42.9","42.9","42.9","42.9","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.252","188.252","188.252","188.252","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.4","199.4","199.4","199.4","199.4","199.4","199.4","199.4","214.4","214.4","214.4","214.4","213.9","213.9","213.9","213.9","213.9","213.9"
"1969:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","50.8","50.8","50.8","51.1","51.1","51.1","51.1","51.0","51.0","51.0","51.0","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.312","225.312","225.312","225.312","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","256.7","256.7","256.7","256.7","256.1","256.1","256.1","256.1","256.1","256.1"
"1969:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","49.8","49.8","50.0","50.0","50.0","50.0","50.1","50.1","50.1","50.1","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","196.3","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.436","222.436","222.436","222.436","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","253.3","253.3","253.3","253.3","252.8","252.8","252.8","252.8","252.8","252.8"
"1969:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","50.9","49.2","49.1","49.1","49.1","49.1","49.5","49.5","49.5","49.5","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","194.8","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","219.954","219.954","219.954","219.954","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","233.2","233.2","233.2","233.2","233.2","233.2","233.2","233.2","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","250.5","250.5","250.5","250.5","250.0","250.0","250.0","250.0","250.0","250.0"
"1970:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","50.1","50.1","50.1","50.1","50.1","49.9","49.9","49.9","49.9","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","193.3","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.398","219.398","219.398","219.398","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","232.5","232.5","232.5","232.5","232.5","232.5","232.5","232.5","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","249.7","249.7","249.7","249.7","249.2","249.2","249.2","249.2","249.2","249.2"
"1970:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","51.0","50.5","50.5","50.5","50.1","50.1","50.1","50.1","50.4","50.4","50.4","50.4","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","197.1","223.6","223.6","223.6","223.6","223.6","223.6","223.6","223.6","223.6","223.6","223.6","223.606","223.606","223.606","223.606","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","254.7","254.7","254.7","254.7","254.1","254.1","254.1","254.1","254.1","254.1"
"1970:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","50.6","48.9","48.9","49.2","49.2","49.2","49.2","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","222.984","222.984","222.984","222.984","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","254.1","254.1","254.1","254.1","253.5","253.5","253.5","253.5","253.5","253.5"
"1970:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","50.0","49.3","49.8","49.8","49.8","49.8","50.1","50.1","50.1","50.1","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","211.1","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","199.6","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.483","226.483","226.483","226.483","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","258.0","258.0","258.0","258.0","257.5","257.5","257.5","257.5","257.5","257.5"
"1971:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","50.9","50.1","50.1","49.8","49.8","50.3","50.3","50.3","50.3","50.4","50.4","50.4","50.4","50.6","50.6","50.6","50.6","50.6","50.6","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","223.9","223.9","223.9","223.9","223.9","223.9","223.9","223.9","223.9","223.9","223.9","223.874","223.874","223.874","223.874","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","223.8","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","214.1","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","255.0","255.0","255.0","255.0","254.4","254.4","254.4","254.4","254.4","254.4"
"1971:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","53.2","54.0","53.7","53.7","53.8","53.8","53.8","53.8","53.7","53.7","53.7","53.7","53.9","53.9","53.9","53.9","53.9","53.9","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.885","240.885","240.885","240.885","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","255.3","255.3","255.3","255.3","255.3","255.3","255.3","255.3","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","274.2","274.2","274.2","274.2","273.6","273.6","273.6","273.6","273.6","273.6"
