"DATE","OPH98M11","OPH98M12","OPH99M1","OPH99M2","OPH99M3","OPH99M4","OPH99M5","OPH99M6","OPH99M7","OPH99M8","OPH99M9","OPH99M10","OPH99M11","OPH99M12","OPH00M1","OPH00M2","OPH00M3","OPH00M4","OPH00M5","OPH00M6","OPH00M7","OPH00M8","OPH00M9","OPH00M10","OPH00M11","OPH00M12","OPH01M1","OPH01M2","OPH01M3","OPH01M4","OPH01M5","OPH01M6","OPH01M7","OPH01M8","OPH01M9","OPH01M10","OPH01M11","OPH01M12","OPH02M1","OPH02M2","OPH02M3","OPH02M4","OPH02M5","OPH02M6","OPH02M7","OPH02M8","OPH02M9","OPH02M10","OPH02M11","OPH02M12","OPH03M1","OPH03M2","OPH03M3","OPH03M4","OPH03M5","OPH03M6","OPH03M7","OPH03M8","OPH03M9","OPH03M10","OPH03M11","OPH03M12","OPH04M1","OPH04M2","OPH04M3","OPH04M4","OPH04M5","OPH04M6","OPH04M7","OPH04M8","OPH04M9","OPH04M10","OPH04M11","OPH04M12","OPH05M1","OPH05M2","OPH05M3","OPH05M4","OPH05M5","OPH05M6","OPH05M7","OPH05M8","OPH05M9","OPH05M10","OPH05M11","OPH05M12","OPH06M1","OPH06M2","OPH06M3","OPH06M4","OPH06M5","OPH06M6","OPH06M7","OPH06M8","OPH06M9","OPH06M10","OPH06M11","OPH06M12","OPH07M1","OPH07M2","OPH07M3","OPH07M4","OPH07M5","OPH07M6","OPH07M7","OPH07M8","OPH07M9","OPH07M10","OPH07M11","OPH07M12","OPH08M1","OPH08M2","OPH08M3","OPH08M4","OPH08M5","OPH08M6","OPH08M7","OPH08M8","OPH08M9","OPH08M10","OPH08M11","OPH08M12","OPH09M1","OPH09M2","OPH09M3","OPH09M4","OPH09M5","OPH09M6","OPH09M7","OPH09M8","OPH09M9","OPH09M10","OPH09M11","OPH09M12","OPH10M1","OPH10M2","OPH10M3","OPH10M4","OPH10M5","OPH10M6","OPH10M7","OPH10M8","OPH10M9","OPH10M10","OPH10M11","OPH10M12","OPH11M1","OPH11M2","OPH11M3","OPH11M4","OPH11M5","OPH11M6","OPH11M7","OPH11M8","OPH11M9","OPH11M10","OPH11M11","OPH11M12","OPH12M1","OPH12M2","OPH12M3","OPH12M4","OPH12M5","OPH12M6","OPH12M7","OPH12M8","OPH12M9","OPH12M10","OPH12M11","OPH12M12","OPH13M1","OPH13M2","OPH13M3","OPH13M4","OPH13M5","OPH13M6","OPH13M7","OPH13M8","OPH13M9","OPH13M10","OPH13M11","OPH13M12","OPH14M1","OPH14M2","OPH14M3","OPH14M4","OPH14M5","OPH14M6","OPH14M7","OPH14M8","OPH14M9","OPH14M10","OPH14M11","OPH14M12","OPH15M1","OPH15M2","OPH15M3","OPH15M4","OPH15M5","OPH15M6","OPH15M7","OPH15M8","OPH15M9","OPH15M10","OPH15M11"
"1966:Q4","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","61.3","61.3","61.3","61.3","61.3","61.3","62.1","62.1","62.1","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.5","62.5","62.5","62.5","62.5","62.5","61.2","61.2","61.2","61.2","61.2","61.2","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.531","61.531","61.531","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.544","61.79","61.79","61.79","61.79","61.79","61.79","61.79","61.79","61.79","61.79","61.79","61.79","45.107","45.107","45.107","45.107","45.107","45.107","45.107","45.107","45.107","45.107","45.107","45.107","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.131","45.142","45.142","45.142","45.142","45.142","40.952","40.952","40.952","41.222","41.222","41.222","41.222","41.267","41.267","41.267","41.267","41.267","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313","41.313"
"1967:Q1","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","62.0","62.0","62.0","62.0","62.0","62.0","62.8","62.8","62.8","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","61.8","61.8","61.8","61.8","61.8","61.8","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.113","62.358","62.358","62.358","62.358","62.358","62.358","62.358","62.358","62.358","62.358","62.358","62.358","45.521","45.521","45.521","45.521","45.521","45.521","45.521","45.521","45.521","45.521","45.521","45.521","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.545","45.556","45.556","45.556","45.556","45.556","41.334","41.334","41.334","41.607","41.607","41.607","41.607","41.653","41.653","41.653","41.653","41.653","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699","41.699"
"1967:Q2","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","62.4","62.4","62.4","62.4","62.4","62.4","63.2","63.2","63.2","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.6","63.6","63.6","63.6","63.6","63.6","62.3","62.3","62.3","62.3","62.3","62.3","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.599","62.599","62.599","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.612","62.872","62.872","62.872","62.872","62.872","62.872","62.872","62.872","62.872","62.872","62.872","62.872","45.897","45.897","45.897","45.897","45.897","45.897","45.897","45.897","45.897","45.897","45.897","45.897","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.934","45.934","45.934","45.934","45.934","41.699","41.699","41.699","41.973","41.973","41.973","41.973","42.019","42.019","42.019","42.019","42.019","42.066","42.066","42.066","42.066","42.066","42.066","42.066","42.065","42.065","42.065","42.065","42.065","42.065","42.065","42.065","42.065"
"1967:Q3","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","62.3","62.3","62.3","62.3","62.3","62.3","63.2","63.2","63.2","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.6","63.6","63.6","63.6","63.6","63.6","62.3","62.3","62.3","62.3","62.3","62.3","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.626","62.626","62.626","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.639","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.64","62.906","62.906","62.906","62.906","62.906","62.906","62.906","62.906","62.906","62.906","62.906","62.906","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.922","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.946","45.957","45.957","45.957","45.957","45.957","41.746","41.746","41.746","42.022","42.022","42.022","42.022","42.068","42.068","42.068","42.068","42.068","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114","42.114"
"1967:Q4","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","62.5","62.5","62.5","62.5","62.5","62.5","63.3","63.3","63.3","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.7","63.7","63.7","63.7","63.7","63.7","62.5","62.5","62.5","62.5","62.5","62.5","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.796","62.796","62.796","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","62.809","63.068","63.068","63.068","63.068","63.068","63.068","63.068","63.068","63.068","63.068","63.068","63.068","46.04","46.04","46.04","46.04","46.04","46.04","46.04","46.04","46.04","46.04","46.04","46.04","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.063","46.075","46.075","46.075","46.075","46.075","41.87","41.87","41.87","42.146","42.146","42.146","42.146","42.193","42.193","42.193","42.193","42.193","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24","42.24"
"1968:Q1","68.3","68.3","68.3","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","64.0","64.0","64.0","64.0","64.0","64.0","64.8","64.8","64.8","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","65.0","65.0","65.0","65.0","65.0","65.0","63.9","63.9","63.9","63.9","63.9","63.9","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.19","64.19","64.19","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.204","64.445","64.445","64.445","64.445","64.445","64.445","64.445","64.445","64.445","64.445","64.445","64.445","47.045","47.045","47.045","47.045","47.045","47.045","47.045","47.045","47.045","47.045","47.045","47.045","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.069","47.081","47.081","47.081","47.081","47.081","42.778","42.778","42.778","43.06","43.06","43.06","43.06","43.108","43.108","43.108","43.108","43.108","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157","43.157"
"1968:Q2","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","64.7","64.7","64.7","64.7","64.7","64.7","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.7","65.7","65.7","65.7","65.7","65.7","64.5","64.5","64.5","64.5","64.5","64.5","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.846","64.846","64.846","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","64.859","65.122","65.122","65.122","65.122","65.122","65.122","65.122","65.122","65.122","65.122","65.122","65.122","47.539","47.539","47.539","47.539","47.539","47.539","47.539","47.539","47.539","47.539","47.539","47.539","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.565","47.576","47.576","47.576","47.576","47.576","43.225","43.225","43.225","43.511","43.511","43.511","43.511","43.559","43.559","43.559","43.559","43.559","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608","43.608"
"1968:Q3","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","64.7","64.7","64.7","64.7","64.7","64.7","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.7","65.7","65.7","65.7","65.7","65.7","64.6","64.6","64.6","64.6","64.6","64.6","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.9","64.9","64.9","64.9","64.9","64.9","64.86","64.86","64.86","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","64.873","65.16","65.16","65.16","65.16","65.16","65.16","65.16","65.16","65.16","65.16","65.16","65.16","47.567","47.567","47.567","47.567","47.567","47.567","47.567","47.567","47.567","47.567","47.567","47.567","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.592","47.604","47.604","47.604","47.604","47.604","43.266","43.266","43.266","43.55","43.55","43.55","43.55","43.599","43.599","43.599","43.599","43.599","43.649","43.649","43.649","43.649","43.649","43.649","43.649","43.648","43.648","43.648","43.648","43.648","43.648","43.648","43.648","43.648"
"1968:Q4","69.0","69.0","69.0","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","64.6","64.6","64.6","64.6","64.6","64.6","65.5","65.5","65.5","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.6","65.6","65.6","65.6","65.6","65.6","64.5","64.5","64.5","64.5","64.5","64.5","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.8","64.8","64.8","64.8","64.8","64.8","64.756","64.756","64.756","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","64.77","65.066","65.066","65.066","65.066","65.066","65.066","65.066","65.066","65.066","65.066","65.066","65.066","47.498","47.498","47.498","47.498","47.498","47.498","47.498","47.498","47.498","47.498","47.498","47.498","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.523","47.535","47.535","47.535","47.535","47.535","43.21","43.21","43.21","43.495","43.495","43.495","43.495","43.543","43.543","43.543","43.543","43.543","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593","43.593"
"1969:Q1","69.2","69.2","69.2","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","64.8","64.8","64.8","64.8","64.8","64.8","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.8","65.8","65.8","65.8","65.8","65.8","64.7","64.7","64.7","64.7","64.7","64.7","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","64.991","64.991","64.991","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.004","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.005","65.268","65.268","65.268","65.268","65.268","65.268","65.268","65.268","65.268","65.268","65.268","65.268","47.646","47.646","47.646","47.646","47.646","47.646","47.646","47.646","47.646","47.646","47.646","47.646","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.67","47.682","47.682","47.682","47.682","47.682","43.331","43.331","43.331","43.616","43.616","43.616","43.616","43.665","43.665","43.665","43.665","43.665","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715","43.715"
"1969:Q2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","64.8","64.8","64.8","64.8","64.8","64.8","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.7","65.7","65.7","65.7","65.7","65.7","64.6","64.6","64.6","64.6","64.6","64.6","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.925","64.925","64.925","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","64.94","65.205","65.205","65.205","65.205","65.205","65.205","65.205","65.205","65.205","65.205","65.205","65.205","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.626","47.638","47.638","47.638","47.638","47.638","43.297","43.297","43.297","43.582","43.582","43.582","43.582","43.63","43.63","43.63","43.63","43.63","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68","43.68"
"1969:Q3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","64.9","64.9","64.9","64.9","64.9","64.9","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.9","65.9","65.9","65.9","65.9","65.9","64.8","64.8","64.8","64.8","64.8","64.8","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.1","65.1","65.1","65.1","65.1","65.1","65.088","65.088","65.088","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.102","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","47.742","47.742","47.742","47.742","47.742","47.742","47.742","47.742","47.742","47.742","47.742","47.742","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.767","47.779","47.779","47.779","47.779","47.779","43.415","43.415","43.415","43.701","43.701","43.701","43.701","43.749","43.749","43.749","43.749","43.749","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799","43.799"
