"DATE","rinvchi65Q4","rinvchi66Q1","rinvchi66Q2","rinvchi66Q3","rinvchi66Q4","rinvchi67Q1","rinvchi67Q2","rinvchi67Q3","rinvchi67Q4","rinvchi68Q1","rinvchi68Q2","rinvchi68Q3","rinvchi68Q4","rinvchi69Q1","rinvchi69Q2","rinvchi69Q3","rinvchi69Q4","rinvchi70Q1","rinvchi70Q2","rinvchi70Q3","rinvchi70Q4","rinvchi71Q1","rinvchi71Q2","rinvchi71Q3","rinvchi71Q4","rinvchi72Q1","rinvchi72Q2","rinvchi72Q3","rinvchi72Q4","rinvchi73Q1","rinvchi73Q2","rinvchi73Q3","rinvchi73Q4","rinvchi74Q1","rinvchi74Q2","rinvchi74Q3","rinvchi74Q4","rinvchi75Q1","rinvchi75Q2","rinvchi75Q3","rinvchi75Q4","rinvchi76Q1","rinvchi76Q2","rinvchi76Q3","rinvchi76Q4","rinvchi77Q1","rinvchi77Q2","rinvchi77Q3","rinvchi77Q4","rinvchi78Q1","rinvchi78Q2","rinvchi78Q3","rinvchi78Q4","rinvchi79Q1","rinvchi79Q2","rinvchi79Q3","rinvchi79Q4","rinvchi80Q1","rinvchi80Q2","rinvchi80Q3","rinvchi80Q4","rinvchi81Q1","rinvchi81Q2","rinvchi81Q3","rinvchi81Q4","rinvchi82Q1","rinvchi82Q2","rinvchi82Q3","rinvchi82Q4","rinvchi83Q1","rinvchi83Q2","rinvchi83Q3","rinvchi83Q4","rinvchi84Q1","rinvchi84Q2","rinvchi84Q3","rinvchi84Q4","rinvchi85Q1","rinvchi85Q2","rinvchi85Q3","rinvchi85Q4","rinvchi86Q1","rinvchi86Q2","rinvchi86Q3","rinvchi86Q4","rinvchi87Q1","rinvchi87Q2","rinvchi87Q3","rinvchi87Q4","rinvchi88Q1","rinvchi88Q2","rinvchi88Q3","rinvchi88Q4","rinvchi89Q1","rinvchi89Q2","rinvchi89Q3","rinvchi89Q4","rinvchi90Q1","rinvchi90Q2","rinvchi90Q3","rinvchi90Q4","rinvchi91Q1","rinvchi91Q2","rinvchi91Q3","rinvchi91Q4","rinvchi92Q1","rinvchi92Q2","rinvchi92Q3","rinvchi92Q4","rinvchi93Q1","rinvchi93Q2","rinvchi93Q3","rinvchi93Q4","rinvchi94Q1","rinvchi94Q2","rinvchi94Q3","rinvchi94Q4","rinvchi95Q1","rinvchi95Q2","rinvchi95Q3","rinvchi95Q4","rinvchi96Q1","rinvchi96Q2","rinvchi96Q3","rinvchi96Q4","rinvchi97Q1","rinvchi97Q2","rinvchi97Q3","rinvchi97Q4","rinvchi98Q1","rinvchi98Q2","rinvchi98Q3","rinvchi98Q4","rinvchi99Q1","rinvchi99Q2","rinvchi99Q3","rinvchi99Q4","rinvchi00Q1","rinvchi00Q2","rinvchi00Q3","rinvchi00Q4","rinvchi01Q1","rinvchi01Q2","rinvchi01Q3","rinvchi01Q4","rinvchi02Q1","rinvchi02Q2","rinvchi02Q3","rinvchi02Q4","rinvchi03Q1","rinvchi03Q2","rinvchi03Q3","rinvchi03Q4","rinvchi04Q1","rinvchi04Q2","rinvchi04Q3","rinvchi04Q4","rinvchi05Q1","rinvchi05Q2","rinvchi05Q3","rinvchi05Q4","rinvchi06Q1","rinvchi06Q2","rinvchi06Q3","rinvchi06Q4","rinvchi07Q1","rinvchi07Q2","rinvchi07Q3","rinvchi07Q4","rinvchi08Q1","rinvchi08Q2","rinvchi08Q3","rinvchi08Q4","rinvchi09Q1","rinvchi09Q2","rinvchi09Q3","rinvchi09Q4","rinvchi10Q1","rinvchi10Q2","rinvchi10Q3","rinvchi10Q4","rinvchi11Q1","rinvchi11Q2","rinvchi11Q3","rinvchi11Q4","rinvchi12Q1","rinvchi12Q2","rinvchi12Q3","rinvchi12Q4","rinvchi13Q1","rinvchi13Q2","rinvchi13Q3","rinvchi13Q4","rinvchi14Q1","rinvchi14Q2","rinvchi14Q3","rinvchi14Q4","rinvchi15Q1","rinvchi15Q2","rinvchi15Q3","rinvchi15Q4"
"1970:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3.5","3.1","3.1","3.1","3.1","3.1","4.8","4.8","4.8","4.8","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.3","-4.3","-4.3","-4.3","-4.3","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","#N/A","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-13.2","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9"
"1971:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.1","2.6","2.6","2.5","2.5","3.8","3.8","3.8","3.8","5.8","5.8","5.8","5.8","6.5","6.5","6.5","6.5","6.5","6.5","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","7.9","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","34.5","34.5","34.5","34.5","34.5","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","#N/A","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1"
"1971:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.0","4.9","4.1","4.1","5.3","5.3","5.3","5.3","6.5","6.5","6.5","6.5","6.8","6.8","6.8","6.8","6.8","6.8","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","31.6","31.6","31.6","31.6","31.6","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","#N/A","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8"
"1971:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1.7","-0.5","-0.5","0.7","0.7","0.7","0.7","4.0","4.0","4.0","4.0","3.4","3.4","3.4","3.4","3.4","3.4","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","25.3","25.3","25.3","25.3","25.3","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","#N/A","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1"
"1971:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1.9","2.4","0.7","0.7","0.7","0.7","4.7","4.7","4.7","4.7","4.6","4.6","4.6","4.6","4.6","4.6","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","-0.5","-0.5","-0.5","-0.5","-0.5","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","#N/A","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-0.9","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-2.7","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0"
"1972:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","0.3","0.3","0.3","0.3","0.3","1.1","1.1","1.1","1.1","4.2","4.2","4.2","4.2","4.2","4.2","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","6.3","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","11.4","11.4","11.4","11.4","11.4","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","#N/A","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3"
"1972:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3.3","3.9","3.9","3.9","4.3","4.3","4.3","4.3","6.6","6.6","6.6","6.6","6.6","6.6","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","32.8","32.8","32.8","32.8","32.8","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","#N/A","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3"
"1972:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.5","6.2","6.2","6.6","6.6","6.6","6.6","8.5","8.5","8.5","8.5","8.5","8.5","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","36.7","36.7","36.7","36.7","36.7","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","#N/A","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1"
"1972:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7.7","8.0","6.3","6.3","6.3","6.3","8.8","8.8","8.8","8.8","8.8","8.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","19.7","19.7","19.7","19.7","19.7","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","#N/A","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.3","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3"
"1973:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.7","3.3","3.3","3.3","3.3","7.3","7.3","7.3","7.3","7.3","7.3","11.9","11.9","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","11.7","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","32.0","32.0","32.0","32.0","32.0","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","#N/A","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4"
"1973:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3.9","3.4","3.4","3.4","7.8","7.8","7.8","7.8","7.8","7.8","13.6","13.6","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","39.9","39.9","39.9","39.9","39.9","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","#N/A","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5"
"1973:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.9","3.0","3.0","8.0","8.0","8.0","8.0","8.0","8.0","14.2","14.2","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.7","24.7","24.7","24.7","24.7","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","#N/A","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5"
"1973:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10.9","12.5","20.0","20.0","20.0","20.0","20.0","20.0","24.4","24.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","59.2","59.2","59.2","59.2","59.2","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","#N/A","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4"
"1974:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.9","10.6","10.6","10.6","10.6","10.6","10.6","12.4","12.4","11.4","11.4","11.4","11.4","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","29.1","29.1","29.1","29.1","29.1","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","#N/A","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9"
