"DATE","RNX65Q4","RNX66Q1","RNX66Q2","RNX66Q3","RNX66Q4","RNX67Q1","RNX67Q2","RNX67Q3","RNX67Q4","RNX68Q1","RNX68Q2","RNX68Q3","RNX68Q4","RNX69Q1","RNX69Q2","RNX69Q3","RNX69Q4","RNX70Q1","RNX70Q2","RNX70Q3","RNX70Q4","RNX71Q1","RNX71Q2","RNX71Q3","RNX71Q4","RNX72Q1","RNX72Q2","RNX72Q3","RNX72Q4","RNX73Q1","RNX73Q2","RNX73Q3","RNX73Q4","RNX74Q1","RNX74Q2","RNX74Q3","RNX74Q4","RNX75Q1","RNX75Q2","RNX75Q3","RNX75Q4","RNX76Q1","RNX76Q2","RNX76Q3","RNX76Q4","RNX77Q1","RNX77Q2","RNX77Q3","RNX77Q4","RNX78Q1","RNX78Q2","RNX78Q3","RNX78Q4","RNX79Q1","RNX79Q2","RNX79Q3","RNX79Q4","RNX80Q1","RNX80Q2","RNX80Q3","RNX80Q4","RNX81Q1","RNX81Q2","RNX81Q3","RNX81Q4","RNX82Q1","RNX82Q2","RNX82Q3","RNX82Q4","RNX83Q1","RNX83Q2","RNX83Q3","RNX83Q4","RNX84Q1","RNX84Q2","RNX84Q3","RNX84Q4","RNX85Q1","RNX85Q2","RNX85Q3","RNX85Q4","RNX86Q1","RNX86Q2","RNX86Q3","RNX86Q4","RNX87Q1","RNX87Q2","RNX87Q3","RNX87Q4","RNX88Q1","RNX88Q2","RNX88Q3","RNX88Q4","RNX89Q1","RNX89Q2","RNX89Q3","RNX89Q4","RNX90Q1","RNX90Q2","RNX90Q3","RNX90Q4","RNX91Q1","RNX91Q2","RNX91Q3","RNX91Q4","RNX92Q1","RNX92Q2","RNX92Q3","RNX92Q4","RNX93Q1","RNX93Q2","RNX93Q3","RNX93Q4","RNX94Q1","RNX94Q2","RNX94Q3","RNX94Q4","RNX95Q1","RNX95Q2","RNX95Q3","RNX95Q4","RNX96Q1","RNX96Q2","RNX96Q3","RNX96Q4","RNX97Q1","RNX97Q2","RNX97Q3","RNX97Q4","RNX98Q1","RNX98Q2","RNX98Q3","RNX98Q4","RNX99Q1","RNX99Q2","RNX99Q3","RNX99Q4","RNX00Q1","RNX00Q2","RNX00Q3","RNX00Q4","RNX01Q1","RNX01Q2","RNX01Q3","RNX01Q4","RNX02Q1","RNX02Q2","RNX02Q3","RNX02Q4","RNX03Q1","RNX03Q2","RNX03Q3","RNX03Q4","RNX04Q1","RNX04Q2","RNX04Q3","RNX04Q4","RNX05Q1","RNX05Q2","RNX05Q3","RNX05Q4","RNX06Q1","RNX06Q2","RNX06Q3","RNX06Q4","RNX07Q1","RNX07Q2","RNX07Q3","RNX07Q4","RNX08Q1","RNX08Q2","RNX08Q3","RNX08Q4","RNX09Q1","RNX09Q2","RNX09Q3","RNX09Q4","RNX10Q1","RNX10Q2","RNX10Q3","RNX10Q4","RNX11Q1","RNX11Q2","RNX11Q3","RNX11Q4","RNX12Q1","RNX12Q2","RNX12Q3","RNX12Q4","RNX13Q1","RNX13Q2","RNX13Q3","RNX13Q4","RNX14Q1","RNX14Q2","RNX14Q3","RNX14Q4","RNX15Q1","RNX15Q2"
"1966:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","4.7","4.1","3.2","3.2","3.2","3.2","2.9","2.9","2.9","2.9","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-46.0","-46.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-47.0","-47.0","-47.0","-47.0","-46.2","-46.2","-46.2","-46.2"
"1967:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.1","4.1","4.1","4.1","3.0","3.0","3.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-42.5","-47.2","-47.2","-47.2","-47.2","-46.3","-46.3","-46.3","-46.3"
"1967:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.1","4.1","4.1","2.8","2.8","2.8","2.8","4.2","4.2","4.2","4.2","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-47.1","-47.1","-47.1","-47.1","-46.2","-46.2","-46.2","-46.2"
"1967:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.2","4.2","3.1","3.1","3.1","3.1","4.1","4.1","4.1","4.1","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.2","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-23.5","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-50.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-48.1","-53.3","-53.3","-53.3","-53.3","-52.3","-52.3","-52.3","-52.3"
"1967:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.9","1.9","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-29.7","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.6","-56.7","-56.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-54.0","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-53.9","-59.5","-59.5","-59.5","-59.5","-58.6","-58.6","-58.6","-58.6"
"1968:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-0.1","-0.1","-0.1","-0.1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-36.8","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.5","-64.5","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.4","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-61.3","-67.6","-67.6","-67.6","-67.6","-66.6","-66.6","-66.6","-66.6"
"1968:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-0.6","-0.6","-0.6","1.3","1.3","1.3","1.3","1.5","1.5","1.5","1.5","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.2","-65.3","-65.3","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-61.6","-67.9","-67.9","-67.9","-67.9","-66.9","-66.9","-66.9","-66.9"
"1968:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","0.7","0.7","1.7","1.7","1.7","1.7","1.5","1.5","1.5","1.5","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-37.4","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-68.9","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-65.5","-72.2","-72.2","-72.2","-72.2","-71.1","-71.1","-71.1","-71.1"
"1968:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","0.7","-1.3","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-40.1","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.2","-70.1","-70.1","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-65.6","-72.3","-72.3","-72.3","-72.3","-71.2","-71.2","-71.2","-71.2"
"1969:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-0.3","-0.3","-0.3","-0.3","-0.4","-0.4","-0.4","-0.4","-0.5","-0.5","-0.5","-0.5","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-38.9","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.1","-65.0","-65.0","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.5","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-69.7","-69.7","-69.7","-69.7","-68.7","-68.7","-68.7","-68.7"
"1969:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-0.5","-0.5","-0.5","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-44.1","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.8","-75.9","-75.9","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-72.3","-79.6","-79.6","-79.6","-79.6","-78.3","-78.3","-78.3","-78.3"
"1969:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","0.4","0.4","0.8","0.8","0.8","0.8","0.6","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-43.3","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.7","-74.7","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.1","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-73.2","-80.4","-80.4","-80.4","-80.4","-79.2","-79.2","-79.2","-79.2"
"1969:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","0.3","0.5","0.9","0.9","0.9","0.9","0.6","0.6","0.6","0.6","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-39.8","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.6","-69.5","-69.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-64.9","-71.6","-71.6","-71.6","-71.6","-70.5","-70.5","-70.5","-70.5"
