"DATE","NOUTPUT65Q4","NOUTPUT66Q1","NOUTPUT66Q2","NOUTPUT66Q3","NOUTPUT66Q4","NOUTPUT67Q1","NOUTPUT67Q2","NOUTPUT67Q3","NOUTPUT67Q4","NOUTPUT68Q1","NOUTPUT68Q2","NOUTPUT68Q3","NOUTPUT68Q4","NOUTPUT69Q1","NOUTPUT69Q2","NOUTPUT69Q3","NOUTPUT69Q4","NOUTPUT70Q1","NOUTPUT70Q2","NOUTPUT70Q3","NOUTPUT70Q4","NOUTPUT71Q1","NOUTPUT71Q2","NOUTPUT71Q3","NOUTPUT71Q4","NOUTPUT72Q1","NOUTPUT72Q2","NOUTPUT72Q3","NOUTPUT72Q4","NOUTPUT73Q1","NOUTPUT73Q2","NOUTPUT73Q3","NOUTPUT73Q4","NOUTPUT74Q1","NOUTPUT74Q2","NOUTPUT74Q3","NOUTPUT74Q4","NOUTPUT75Q1","NOUTPUT75Q2","NOUTPUT75Q3","NOUTPUT75Q4","NOUTPUT76Q1","NOUTPUT76Q2","NOUTPUT76Q3","NOUTPUT76Q4","NOUTPUT77Q1","NOUTPUT77Q2","NOUTPUT77Q3","NOUTPUT77Q4","NOUTPUT78Q1","NOUTPUT78Q2","NOUTPUT78Q3","NOUTPUT78Q4","NOUTPUT79Q1","NOUTPUT79Q2","NOUTPUT79Q3","NOUTPUT79Q4","NOUTPUT80Q1","NOUTPUT80Q2","NOUTPUT80Q3","NOUTPUT80Q4","NOUTPUT81Q1","NOUTPUT81Q2","NOUTPUT81Q3","NOUTPUT81Q4","NOUTPUT82Q1","NOUTPUT82Q2","NOUTPUT82Q3","NOUTPUT82Q4","NOUTPUT83Q1","NOUTPUT83Q2","NOUTPUT83Q3","NOUTPUT83Q4","NOUTPUT84Q1","NOUTPUT84Q2","NOUTPUT84Q3","NOUTPUT84Q4","NOUTPUT85Q1","NOUTPUT85Q2","NOUTPUT85Q3","NOUTPUT85Q4","NOUTPUT86Q1","NOUTPUT86Q2","NOUTPUT86Q3","NOUTPUT86Q4","NOUTPUT87Q1","NOUTPUT87Q2","NOUTPUT87Q3","NOUTPUT87Q4","NOUTPUT88Q1","NOUTPUT88Q2","NOUTPUT88Q3","NOUTPUT88Q4","NOUTPUT89Q1","NOUTPUT89Q2","NOUTPUT89Q3","NOUTPUT89Q4","NOUTPUT90Q1","NOUTPUT90Q2","NOUTPUT90Q3","NOUTPUT90Q4","NOUTPUT91Q1","NOUTPUT91Q2","NOUTPUT91Q3","NOUTPUT91Q4","NOUTPUT92Q1","NOUTPUT92Q2","NOUTPUT92Q3","NOUTPUT92Q4","NOUTPUT93Q1","NOUTPUT93Q2","NOUTPUT93Q3","NOUTPUT93Q4","NOUTPUT94Q1","NOUTPUT94Q2","NOUTPUT94Q3","NOUTPUT94Q4","NOUTPUT95Q1","NOUTPUT95Q2","NOUTPUT95Q3","NOUTPUT95Q4","NOUTPUT96Q1","NOUTPUT96Q2","NOUTPUT96Q3","NOUTPUT96Q4","NOUTPUT97Q1","NOUTPUT97Q2","NOUTPUT97Q3","NOUTPUT97Q4","NOUTPUT98Q1","NOUTPUT98Q2","NOUTPUT98Q3","NOUTPUT98Q4","NOUTPUT99Q1","NOUTPUT99Q2","NOUTPUT99Q3","NOUTPUT99Q4","NOUTPUT00Q1","NOUTPUT00Q2","NOUTPUT00Q3","NOUTPUT00Q4","NOUTPUT01Q1","NOUTPUT01Q2","NOUTPUT01Q3","NOUTPUT01Q4","NOUTPUT02Q1","NOUTPUT02Q2","NOUTPUT02Q3","NOUTPUT02Q4","NOUTPUT03Q1","NOUTPUT03Q2","NOUTPUT03Q3","NOUTPUT03Q4","NOUTPUT04Q1","NOUTPUT04Q2","NOUTPUT04Q3","NOUTPUT04Q4","NOUTPUT05Q1","NOUTPUT05Q2","NOUTPUT05Q3","NOUTPUT05Q4","NOUTPUT06Q1","NOUTPUT06Q2","NOUTPUT06Q3","NOUTPUT06Q4","NOUTPUT07Q1","NOUTPUT07Q2","NOUTPUT07Q3","NOUTPUT07Q4","NOUTPUT08Q1","NOUTPUT08Q2","NOUTPUT08Q3","NOUTPUT08Q4","NOUTPUT09Q1","NOUTPUT09Q2","NOUTPUT09Q3","NOUTPUT09Q4","NOUTPUT10Q1","NOUTPUT10Q2","NOUTPUT10Q3","NOUTPUT10Q4","NOUTPUT11Q1","NOUTPUT11Q2","NOUTPUT11Q3","NOUTPUT11Q4","NOUTPUT12Q1","NOUTPUT12Q2","NOUTPUT12Q3","NOUTPUT12Q4","NOUTPUT13Q1","NOUTPUT13Q2","NOUTPUT13Q3","NOUTPUT13Q4","NOUTPUT14Q1","NOUTPUT14Q2","NOUTPUT14Q3","NOUTPUT14Q4","NOUTPUT15Q1","NOUTPUT15Q2"
"1961:Q4","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","542.6","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6"
"1962:Q1","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","554.2","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2"
"1962:Q2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","562.7","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","569.4","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6"
"1962:Q3","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","568.9","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6"
"1962:Q4","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","574.3","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","578.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1"
"1963:Q1","577.0","577.0","577.0","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","582.0","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","592.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","602.2","602.2","602.2","602.2","602.2","602.2","602.2","602.2","602.2","602.2","602.2","602.2","602.2","602.2","602.2","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7"
"1963:Q2","583.1","583.1","583.1","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","596.7","610.9","610.9","610.9","610.9","610.9","610.9","610.9","610.9","610.9","610.9","610.9","610.9","610.9","610.9","610.9","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8"
"1963:Q3","593.1","593.1","593.1","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","609.4","623.7","623.7","623.7","623.7","623.7","623.7","623.7","623.7","623.7","623.7","623.7","623.7","623.7","623.7","623.7","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0"
"1963:Q4","603.6","603.6","603.6","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","612.4","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","622.1","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","618.3","632.8","632.8","632.8","632.8","632.8","632.8","632.8","632.8","632.8","632.8","632.8","632.8","632.8","632.8","632.8","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8"
"1964:Q1","614.0","614.0","614.0","616.8","616.8","616.8","616.8","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","625.3","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","636.9","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","671.2","671.2","671.2","671.2","671.1","671.1","671.1","671.1"
"1964:Q2","624.2","624.2","624.2","627.7","627.7","627.7","627.7","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","634.0","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","645.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","643.6","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8"
"1964:Q3","634.8","634.8","634.8","637.9","637.9","637.9","637.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","669.2","669.2","669.2","669.2","669.2","669.2","669.2","669.2","669.2","669.2","669.2","669.2","669.2","669.2","669.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8"
"1964:Q4","641.1","641.1","641.1","644.2","644.2","644.2","644.2","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","660.6","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7","675.1","675.1","675.1","675.1","675.1","675.1","675.1","675.1","675.1","675.1","675.1","675.1","675.1","675.1","675.1","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4"
"1965:Q1","656.4","657.6","657.6","660.8","660.8","660.8","660.8","662.7","662.7","662.7","662.7","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2"
