"DATE","PTAX65Q4","PTAX66Q1","PTAX66Q2","PTAX66Q3","PTAX66Q4","PTAX67Q1","PTAX67Q2","PTAX67Q3","PTAX67Q4","PTAX68Q1","PTAX68Q2","PTAX68Q3","PTAX68Q4","PTAX69Q1","PTAX69Q2","PTAX69Q3","PTAX69Q4","PTAX70Q1","PTAX70Q2","PTAX70Q3","PTAX70Q4","PTAX71Q1","PTAX71Q2","PTAX71Q3","PTAX71Q4","PTAX72Q1","PTAX72Q2","PTAX72Q3","PTAX72Q4","PTAX73Q1","PTAX73Q2","PTAX73Q3","PTAX73Q4","PTAX74Q1","PTAX74Q2","PTAX74Q3","PTAX74Q4","PTAX75Q1","PTAX75Q2","PTAX75Q3","PTAX75Q4","PTAX76Q1","PTAX76Q2","PTAX76Q3","PTAX76Q4","PTAX77Q1","PTAX77Q2","PTAX77Q3","PTAX77Q4","PTAX78Q1","PTAX78Q2","PTAX78Q3","PTAX78Q4","PTAX79Q1","PTAX79Q2","PTAX79Q3","PTAX79Q4","PTAX80Q1","PTAX80Q2","PTAX80Q3","PTAX80Q4","PTAX81Q1","PTAX81Q2","PTAX81Q3","PTAX81Q4","PTAX82Q1","PTAX82Q2","PTAX82Q3","PTAX82Q4","PTAX83Q1","PTAX83Q2","PTAX83Q3","PTAX83Q4","PTAX84Q1","PTAX84Q2","PTAX84Q3","PTAX84Q4","PTAX85Q1","PTAX85Q2","PTAX85Q3","PTAX85Q4","PTAX86Q1","PTAX86Q2","PTAX86Q3","PTAX86Q4","PTAX87Q1","PTAX87Q2","PTAX87Q3","PTAX87Q4","PTAX88Q1","PTAX88Q2","PTAX88Q3","PTAX88Q4","PTAX89Q1","PTAX89Q2","PTAX89Q3","PTAX89Q4","PTAX90Q1","PTAX90Q2","PTAX90Q3","PTAX90Q4","PTAX91Q1","PTAX91Q2","PTAX91Q3","PTAX91Q4","PTAX92Q1","PTAX92Q2","PTAX92Q3","PTAX92Q4","PTAX93Q1","PTAX93Q2","PTAX93Q3","PTAX93Q4","PTAX94Q1","PTAX94Q2","PTAX94Q3","PTAX94Q4","PTAX95Q1","PTAX95Q2","PTAX95Q3","PTAX95Q4","PTAX96Q1","PTAX96Q2","PTAX96Q3","PTAX96Q4","PTAX97Q1","PTAX97Q2","PTAX97Q3","PTAX97Q4","PTAX98Q1","PTAX98Q2","PTAX98Q3","PTAX98Q4","PTAX99Q1","PTAX99Q2","PTAX99Q3","PTAX99Q4","PTAX00Q1","PTAX00Q2","PTAX00Q3","PTAX00Q4","PTAX01Q1","PTAX01Q2","PTAX01Q3","PTAX01Q4","PTAX02Q1","PTAX02Q2","PTAX02Q3","PTAX02Q4","PTAX03Q1","PTAX03Q2","PTAX03Q3","PTAX03Q4","PTAX04Q1","PTAX04Q2","PTAX04Q3","PTAX04Q4","PTAX05Q1","PTAX05Q2","PTAX05Q3","PTAX05Q4","PTAX06Q1","PTAX06Q2","PTAX06Q3","PTAX06Q4","PTAX07Q1","PTAX07Q2","PTAX07Q3","PTAX07Q4","PTAX08Q1","PTAX08Q2","PTAX08Q3","PTAX08Q4","PTAX09Q1","PTAX09Q2","PTAX09Q3","PTAX09Q4","PTAX10Q1","PTAX10Q2","PTAX10Q3","PTAX10Q4","PTAX11Q1","PTAX11Q2","PTAX11Q3","PTAX11Q4","PTAX12Q1","PTAX12Q2","PTAX12Q3","PTAX12Q4","PTAX13Q1","PTAX13Q2","PTAX13Q3","PTAX13Q4","PTAX14Q1","PTAX14Q2","PTAX14Q3","PTAX14Q4","PTAX15Q1","PTAX15Q2","PTAX15Q3","PTAX15Q4"
"1970:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.1","114.2","114.2","113.5","113.5","113.5","113.5","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","#N/A","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","#N/A","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7"
"1970:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.5","116.1","115.2","115.2","115.2","115.2","115.8","115.8","115.8","115.8","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","114.9","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","#N/A","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","#N/A","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5"
"1971:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.4","112.7","112.7","111.6","111.6","112.3","112.3","112.3","112.3","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.1","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","#N/A","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","#N/A","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3"
"1971:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.9","114.0","113.8","113.8","115.2","115.2","115.2","115.2","115.5","115.5","115.5","115.5","115.6","115.6","115.6","115.6","115.6","115.6","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","#N/A","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","#N/A","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7"
"1971:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.7","116.0","116.0","117.5","117.5","117.5","117.5","118.1","118.1","118.1","118.1","118.3","118.3","118.3","118.3","118.3","118.3","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","116.6","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.1","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","#N/A","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","#N/A","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3"
"1971:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","121.8","121.7","123.0","123.0","123.0","123.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","#N/A","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","#N/A","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5"
"1972:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","134.2","136.5","136.5","136.5","136.5","138.0","138.0","138.0","138.0","138.6","138.6","138.6","138.6","138.6","138.6","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","#N/A","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","#N/A","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8","119.8"
"1972:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","139.6","139.5","139.5","139.5","140.7","140.7","140.7","140.7","140.9","140.9","140.9","140.9","140.9","140.9","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","#N/A","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","125.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","#N/A","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4"
"1972:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","140.8","141.1","141.1","142.8","142.8","142.8","142.8","143.1","143.1","143.1","143.1","143.1","143.1","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","#N/A","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","#N/A","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3"
"1972:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","145.9","146.4","147.4","147.4","147.4","147.4","147.0","147.0","147.0","147.0","147.0","147.0","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.6","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","135.8","#N/A","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","#N/A","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1","127.1"
"1973:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","143.0","145.1","145.1","145.1","145.1","144.1","144.1","144.1","144.1","144.1","144.1","145.0","145.0","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","#N/A","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","#N/A","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4"
"1973:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","148.8","149.3","149.3","149.3","147.2","147.2","147.2","147.2","147.2","147.2","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","146.8","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","136.8","#N/A","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","#N/A","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2"
"1973:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","155.8","156.0","156.0","154.2","154.2","154.2","154.2","154.2","154.2","153.7","153.7","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","#N/A","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","#N/A","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1"
"1973:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","161.2","161.1","159.9","159.9","159.9","159.9","159.9","159.9","158.9","158.9","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","157.8","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","#N/A","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","142.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","#N/A","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0"
