"DATE","PIMP65Q4","PIMP66Q1","PIMP66Q2","PIMP66Q3","PIMP66Q4","PIMP67Q1","PIMP67Q2","PIMP67Q3","PIMP67Q4","PIMP68Q1","PIMP68Q2","PIMP68Q3","PIMP68Q4","PIMP69Q1","PIMP69Q2","PIMP69Q3","PIMP69Q4","PIMP70Q1","PIMP70Q2","PIMP70Q3","PIMP70Q4","PIMP71Q1","PIMP71Q2","PIMP71Q3","PIMP71Q4","PIMP72Q1","PIMP72Q2","PIMP72Q3","PIMP72Q4","PIMP73Q1","PIMP73Q2","PIMP73Q3","PIMP73Q4","PIMP74Q1","PIMP74Q2","PIMP74Q3","PIMP74Q4","PIMP75Q1","PIMP75Q2","PIMP75Q3","PIMP75Q4","PIMP76Q1","PIMP76Q2","PIMP76Q3","PIMP76Q4","PIMP77Q1","PIMP77Q2","PIMP77Q3","PIMP77Q4","PIMP78Q1","PIMP78Q2","PIMP78Q3","PIMP78Q4","PIMP79Q1","PIMP79Q2","PIMP79Q3","PIMP79Q4","PIMP80Q1","PIMP80Q2","PIMP80Q3","PIMP80Q4","PIMP81Q1","PIMP81Q2","PIMP81Q3","PIMP81Q4","PIMP82Q1","PIMP82Q2","PIMP82Q3","PIMP82Q4","PIMP83Q1","PIMP83Q2","PIMP83Q3","PIMP83Q4","PIMP84Q1","PIMP84Q2","PIMP84Q3","PIMP84Q4","PIMP85Q1","PIMP85Q2","PIMP85Q3","PIMP85Q4","PIMP86Q1","PIMP86Q2","PIMP86Q3","PIMP86Q4","PIMP87Q1","PIMP87Q2","PIMP87Q3","PIMP87Q4","PIMP88Q1","PIMP88Q2","PIMP88Q3","PIMP88Q4","PIMP89Q1","PIMP89Q2","PIMP89Q3","PIMP89Q4","PIMP90Q1","PIMP90Q2","PIMP90Q3","PIMP90Q4","PIMP91Q1","PIMP91Q2","PIMP91Q3","PIMP91Q4","PIMP92Q1","PIMP92Q2","PIMP92Q3","PIMP92Q4","PIMP93Q1","PIMP93Q2","PIMP93Q3","PIMP93Q4","PIMP94Q1","PIMP94Q2","PIMP94Q3","PIMP94Q4","PIMP95Q1","PIMP95Q2","PIMP95Q3","PIMP95Q4","PIMP96Q1","PIMP96Q2","PIMP96Q3","PIMP96Q4","PIMP97Q1","PIMP97Q2","PIMP97Q3","PIMP97Q4","PIMP98Q1","PIMP98Q2","PIMP98Q3","PIMP98Q4","PIMP99Q1","PIMP99Q2","PIMP99Q3","PIMP99Q4","PIMP00Q1","PIMP00Q2","PIMP00Q3","PIMP00Q4","PIMP01Q1","PIMP01Q2","PIMP01Q3","PIMP01Q4","PIMP02Q1","PIMP02Q2","PIMP02Q3","PIMP02Q4","PIMP03Q1","PIMP03Q2","PIMP03Q3","PIMP03Q4","PIMP04Q1","PIMP04Q2","PIMP04Q3","PIMP04Q4","PIMP05Q1","PIMP05Q2","PIMP05Q3","PIMP05Q4","PIMP06Q1","PIMP06Q2","PIMP06Q3","PIMP06Q4","PIMP07Q1","PIMP07Q2","PIMP07Q3","PIMP07Q4","PIMP08Q1","PIMP08Q2","PIMP08Q3","PIMP08Q4","PIMP09Q1","PIMP09Q2","PIMP09Q3","PIMP09Q4","PIMP10Q1","PIMP10Q2","PIMP10Q3","PIMP10Q4","PIMP11Q1","PIMP11Q2","PIMP11Q3","PIMP11Q4","PIMP12Q1","PIMP12Q2","PIMP12Q3","PIMP12Q4","PIMP13Q1","PIMP13Q2","PIMP13Q3","PIMP13Q4","PIMP14Q1","PIMP14Q2","PIMP14Q3","PIMP14Q4","PIMP15Q1","PIMP15Q2","PIMP15Q3","PIMP15Q4"
"1966:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","104.3","104.3","104.8","104.8","104.8","104.8","106.2","106.2","106.2","106.2","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.8","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","22.6","22.6","22.6","22.6","22.6","22.56","22.56","22.56","22.557","22.557","22.557","22.557","22.557","22.557","22.557","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","22.56","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","23.59","21.277","21.277","21.277","21.277","21.277","21.277","21.277","21.277","21.292","21.292","21.292","21.292","21.292","21.292","21.292","21.292","19.808","19.808","19.808","19.808","20.042","20.042","20.042","20.042","20.042","20.042"
"1966:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","104.2","104.2","104.3","104.3","104.3","104.3","105.9","105.9","105.9","105.9","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","22.7","22.7","22.7","22.7","22.7","22.69","22.69","22.69","22.691","22.691","22.691","22.691","22.691","22.691","22.691","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","23.724","21.403","21.403","21.403","21.403","21.403","21.403","21.403","21.403","21.419","21.419","21.419","21.419","21.419","21.419","21.419","21.419","19.924","19.924","19.924","19.924","20.16","20.16","20.16","20.16","20.16","20.16"
"1967:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.2","104.3","104.3","104.3","104.8","104.8","104.8","104.8","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","22.7","22.7","22.7","22.7","22.7","22.71","22.71","22.71","22.707","22.707","22.707","22.707","22.707","22.707","22.707","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","22.72","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","23.734","21.397","21.397","21.397","21.397","21.397","21.397","21.397","21.397","21.413","21.413","21.413","21.413","21.413","21.413","21.413","21.413","19.922","19.922","19.922","19.922","20.158","20.158","20.158","20.158","20.158","20.158"
"1967:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.3","104.2","104.2","103.9","103.9","103.9","103.9","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","22.6","22.6","22.6","22.6","22.6","22.63","22.63","22.63","22.627","22.627","22.627","22.627","22.627","22.627","22.627","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","23.669","21.344","21.344","21.344","21.344","21.344","21.344","21.344","21.344","21.359","21.359","21.359","21.359","21.359","21.359","21.359","21.359","19.871","19.871","19.871","19.871","20.106","20.106","20.106","20.106","20.106","20.106"
"1967:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.1","104.1","104.0","104.0","104.0","104.0","106.8","106.8","106.8","106.8","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","22.6","22.6","22.6","22.6","22.6","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","23.67","21.351","21.351","21.351","21.351","21.351","21.351","21.351","21.351","21.366","21.366","21.366","21.366","21.366","21.366","21.366","21.366","19.876","19.876","19.876","19.876","20.111","20.111","20.111","20.111","20.111","20.111"
"1967:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.3","104.2","104.1","104.1","104.1","104.1","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","22.6","22.6","22.6","22.6","22.6","22.65","22.65","22.65","22.645","22.645","22.645","22.645","22.645","22.645","22.645","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","22.65","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","23.68","21.364","21.364","21.364","21.364","21.364","21.364","21.364","21.364","21.379","21.379","21.379","21.379","21.379","21.379","21.379","21.379","19.888","19.888","19.888","19.888","20.123","20.123","20.123","20.123","20.123","20.123"
"1968:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.3","104.3","104.3","104.3","106.7","106.7","106.7","106.7","106.6","106.6","106.6","106.6","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","22.8","22.8","22.8","22.8","22.8","22.81","22.81","22.81","22.805","22.805","22.805","22.805","22.805","22.805","22.805","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","22.81","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","23.846","21.506","21.506","21.506","21.506","21.506","21.506","21.506","21.506","21.521","21.521","21.521","21.521","21.521","21.521","21.521","21.521","20.021","20.021","20.021","20.021","20.258","20.258","20.258","20.258","20.258","20.258"
"1968:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.6","105.6","105.6","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","23.0","23.0","23.0","23.0","23.0","22.98","22.98","22.98","22.978","22.978","22.978","22.978","22.978","22.978","22.978","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","24.026","21.669","21.669","21.669","21.669","21.669","21.669","21.669","21.669","21.684","21.684","21.684","21.684","21.684","21.684","21.684","21.684","20.173","20.173","20.173","20.173","20.411","20.411","20.411","20.411","20.411","20.411"
"1968:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.2","105.2","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","23.0","23.0","23.0","23.0","23.0","23.02","23.02","23.02","23.021","23.021","23.021","23.021","23.021","23.021","23.021","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","23.03","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","24.074","21.713","21.713","21.713","21.713","21.713","21.713","21.713","21.713","21.728","21.728","21.728","21.728","21.728","21.728","21.728","21.728","20.214","20.214","20.214","20.214","20.453","20.453","20.453","20.453","20.453","20.453"
"1968:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.5","106.3","108.2","108.2","108.2","108.2","108.1","108.1","108.1","108.1","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","23.2","23.2","23.2","23.2","23.2","23.18","23.18","23.18","23.181","23.181","23.181","23.181","23.181","23.181","23.181","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","23.19","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","24.246","21.868","21.868","21.868","21.868","21.868","21.868","21.868","21.868","21.883","21.883","21.883","21.883","21.883","21.883","21.883","21.883","20.358","20.358","20.358","20.358","20.599","20.599","20.599","20.599","20.599","20.599"
"1969:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","109.2","109.2","109.2","109.2","109.0","109.0","109.0","109.0","108.8","108.8","108.8","108.8","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","23.3","23.3","23.3","23.3","23.3","23.28","23.28","23.28","23.283","23.283","23.283","23.283","23.283","23.283","23.283","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","23.29","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","24.346","21.959","21.959","21.959","21.959","21.959","21.959","21.959","21.959","21.975","21.975","21.975","21.975","21.975","21.975","21.975","21.975","20.443","20.443","20.443","20.443","20.685","20.685","20.685","20.685","20.685","20.685"
"1969:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","109.2","109.2","109.2","109.5","109.5","109.5","109.5","109.3","109.3","109.3","109.3","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","82.5","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","23.4","23.4","23.4","23.4","23.4","23.38","23.38","23.38","23.383","23.383","23.383","23.383","23.383","23.383","23.383","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","22.055","22.055","22.055","22.055","22.055","22.055","22.055","22.055","22.07","22.07","22.07","22.07","22.07","22.07","22.07","22.07","20.532","20.532","20.532","20.532","20.775","20.775","20.775","20.775","20.775","20.775"
"1969:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.8","110.8","111.2","111.2","111.2","111.2","110.8","110.8","110.8","110.8","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","23.6","23.6","23.6","23.6","23.6","23.56","23.56","23.56","23.557","23.557","23.557","23.557","23.557","23.557","23.557","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","23.56","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","24.631","22.215","22.215","22.215","22.215","22.215","22.215","22.215","22.215","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","20.681","20.681","20.681","20.681","20.926","20.926","20.926","20.926","20.926","20.926"
"1969:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.8","113.7","114.5","114.5","114.5","114.5","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","24.2","24.2","24.2","24.2","24.2","24.16","24.16","24.16","24.157","24.157","24.157","24.157","24.157","24.157","24.157","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","24.17","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","25.269","22.787","22.787","22.787","22.787","22.787","22.787","22.787","22.787","22.803","22.803","22.803","22.803","22.803","22.803","22.803","22.803","21.214","21.214","21.214","21.214","21.465","21.465","21.465","21.465","21.465","21.465"
